"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 20:55:15 PKT 2024","Wed Jan 31 20:55:21 PKT 2024","5849","","Swag Labs Checkout Flow","","Swag Labs Checkout Flow","Verify the working of checkout flow","Verify the working of checkout flow",""
